"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"대전광역시 서구 변동(3017054000)","6,350","3,048","1,759","867","478","160","32","5","0","0","1"
"대전광역시 서구 용문동(3017055000)","10,171","5,209","2,386","1,373","989","175","28","6","4","1","0"
"대전광역시 서구 탄방동(3017055500)","16,912","9,308","3,368","2,275","1,576","308","60","10","6","1","0"
"대전광역시 서구 괴정동(3017056000)","11,784","7,964","2,252","884","504","137","29","10","2","1","1"
"대전광역시 서구 가장동(3017057000)","4,709","1,695","1,400","880","544","161","19","7","3","0","0"
"대전광역시 서구 내동(3017057500)","9,447","3,104","2,822","1,846","1,275","320","69","8","1","0","2"
"대전광역시 서구 갈마1동(3017058100)","12,048","7,116","2,629","1,300","763","187","39","11","3","0","0"
"대전광역시 서구 갈마2동(3017058200)","13,537","8,083","2,830","1,486","918","190","26","4","0","0","0"
"대전광역시 서구 월평1동(3017058600)","7,714","5,640","1,290","463","236","66","12","5","1","0","1"
"대전광역시 서구 월평2동(3017058700)","6,791","3,370","1,592","985","643","158","34","6","2","0","1"
"대전광역시 서구 월평3동(3017058800)","7,595","1,512","2,389","1,864","1,510","260","46","11","2","1","0"
"대전광역시 서구 가수원동(3017059000)","4,761","1,859","1,498","786","472","122","17","5","1","0","1"
"대전광역시 서구 도안동(3017059300)","14,304","4,006","3,174","3,270","3,135","603","95","14","4","2","1"
"대전광역시 서구 관저1동(3017059600)","6,750","2,751","1,748","1,207","797","204","38","1","4","0","0"
"대전광역시 서구 관저2동(3017059700)","19,766","6,462","4,788","4,073","3,601","703","107","22","6","2","2"
"대전광역시 서구 기성동(3017060000)","1,817","1,077","476","156","73","19","6","1","2","0","7"
"대전광역시 서구 둔산1동(3017063000)","5,700","1,069","1,141","1,471","1,664","288","59","7","1","0","0"
"대전광역시 서구 둔산2동(3017064000)","15,203","5,343","3,938","3,289","2,257","326","46","2","1","0","1"
"대전광역시 서구 만년동(3017065000)","6,235","3,198","1,350","930","626","105","21","5","0","0","0"
"대전광역시 서구 둔산3동(3017066000)","7,916","2,715","1,940","1,570","1,314","295","59","21","2","0","0"
"대전광역시 유성구 (3020000000)","174,150","75,022","39,270","30,004","23,757","4,983","888","162","42","14","8"
"대전광역시 유성구 진잠동(3020052000)","12,103","5,210","3,244","1,956","1,299","316","62","14","2","0","0"
"대전광역시 유성구 학하동(3020052600)","10,106","4,358","2,517","1,728","1,130","301","59","10","1","1","1"
"대전광역시 유성구 상대동(3020052700)","9,242","1,899","2,395","2,217","2,163","465","79","20","3","1","0"
"대전광역시 유성구 온천1동(3020053000)","18,688","13,611","3,141","1,195","567","137","27","8","1","0","1"
"대전광역시 유성구 온천2동(3020054000)","22,880","13,544","4,047","2,762","1,994","420","88","16","5","1","3"
"대전광역시 유성구 노은1동(3020054600)","8,828","3,038","2,177","1,802","1,422","307","62","14","4","1","1"
"대전광역시 유성구 노은2동(3020054700)","9,615","3,012","2,474","2,038","1,665","348","64","9","4","0","1"
"대전광역시 유성구 노은3동(3020054800)","14,120","3,610","3,765","3,379","2,817","467","66","14","1","1","0"
"대전광역시 유성구 신성동(3020055000)","12,711","6,372","2,484","1,881","1,531","361","68","9","2","2","1"
"대전광역시 유성구 전민동(3020057000)","11,286","4,326","2,558","2,299","1,679","340","68","10","5","1","0"
"대전광역시 유성구 구즉동(3020058000)","15,301","6,367","3,726","2,748","1,943","424","77","13","3","0","0"
"대전광역시 유성구 관평동(3020060000)","14,646","4,034","3,102","3,400","3,368","629","91","11","8","3","0"
"대전광역시 유성구 원신흥동(3020061000)","14,624","5,641","3,640","2,599","2,179","468","77","14","3","3","0"
"대전광역시 대덕구 (3023000000)","81,067","35,179","22,272","13,040","8,234","1,898","329","78","17","4","16"
"대전광역시 대덕구 오정동(3023051000)","7,414","4,142","1,739","923","451","123","27","6","2","0","1"
"대전광역시 대덕구 대화동(3023052000)","2,790","1,540","731","309","139","44","15","1","4","0","7"
"대전광역시 대덕구 회덕동(3023052500)","5,906","2,364","1,874","979","534","124","18","12","0","0","1"
"대전광역시 대덕구 비래동(3023053300)","6,817","2,585","2,182","1,168","672","171","25","10","2","1","1"
"대전광역시 대덕구 송촌동(3023054300)","11,052","3,140","3,082","2,478","1,916","363","57","11","2","1","2"
"대전광역시 대덕구 중리동(3023054600)","10,205","5,882","2,464","1,092","567","142","49","5","2","1","1"
"대전광역시 대덕구 신탄진동(3023055000)","7,878","3,417","2,182","1,277","793","172","30","6","1","0","0"
"대전광역시 대덕구 석봉동(3023056000)","6,643","2,077","1,835","1,381","1,079","232","26","11","2","0","0"
"대전광역시 대덕구 덕암동(3023057000)","6,588","3,366","1,670","879","499","145","22","6","0","0","1"
"대전광역시 대덕구 목상동(3023058000)","3,132","1,642","749","413","250","65","12","1","0","0","0"
"대전광역시 대덕구 법1동(3023060000)","5,950","2,493","1,760","954","585","132","21","3","0","0","2"
"대전광역시 대덕구 법2동(3023061000)","6,692","2,531","2,004","1,187","749","185","27","6","2","1","0"
"울산광역시  (3100000000)","500,873","191,114","134,046","93,491","66,717","12,828","2,117","394","108","28","30"
"울산광역시 중구 (3111000000)","95,037","36,791","26,199","17,452","11,799","2,327","373","70","16","4","6"
"울산광역시 중구 학성동(3111051000)","5,787","2,982","1,521","750","398","102","25","5","3","0","1"
"울산광역시 중구 반구1동(3111052000)","7,627","3,407","1,999","1,258","763","172","23","3","2","0","0"
"울산광역시 중구 반구2동(3111053000)","4,329","2,203","1,143","586","312","67","16","2","0","0","0"
"울산광역시 중구 복산동(3111055500)","8,992","2,833","2,381","2,053","1,449","228","43","5","0","0","0"
"울산광역시 중구 중앙동(3111058500)","5,325","3,051","1,335","585","263","78","12","1","0","0","0"
"울산광역시 중구 우정동(3111059000)","8,588","3,069","2,617","1,675","1,001","188","27","7","3","1","0"
"울산광역시 중구 태화동(3111060000)","12,647","3,399","3,625","2,877","2,266","404","59","10","5","1","1"
"울산광역시 중구 다운동(3111061000)","11,367","5,491","3,155","1,575","907","194","34","9","2","0","0"
"울산광역시 중구 병영1동(3111062000)","9,088","3,313","2,580","1,719","1,195","234","36","10","0","1","0"
"울산광역시 중구 병영2동(3111063000)","8,550","3,079","2,448","1,615","1,156","217","31","3","0","1","0"
"울산광역시 중구 약사동(3111064000)","3,970","861","1,052","1,032","867","135","18","5","0","0","0"
"울산광역시 중구 성안동(3111065000)","8,767","3,103","2,343","1,727","1,222","308","49","10","1","0","4"
"울산광역시 남구 (3114000000)","143,809","58,074","37,196","26,753","18,050","3,076","525","93","35","4","3"
"울산광역시 남구 신정1동(3114051000)","9,972","4,974","2,624","1,389","781","150","43","7","3","0","1"
"울산광역시 남구 신정2동(3114052000)","10,344","3,008","2,616","2,383","1,939","321","58","12","6","1","0"
"울산광역시 남구 신정3동(3114053000)","7,633","3,410","1,974","1,236","799","173","29","8","4","0","0"
"울산광역시 남구 신정4동(3114054000)","8,645","2,841","2,271","1,856","1,389","249","33","3","2","0","1"
"울산광역시 남구 신정5동(3114055000)","5,068","2,757","1,195","628","378","90","16","3","1","0","0"
"울산광역시 남구 달동(3114056000)","14,072","7,322","3,457","1,935","1,118","191","39","6","4","0","0"
"울산광역시 남구 삼산동(3114057000)","24,562","12,370","5,523","3,712","2,420","429","87","17","2","1","1"
"울산광역시 남구 삼호동(3114058500)","9,870","4,247","2,759","1,730","930","168","28","7","1","0","0"
"울산광역시 남구 무거동(3114059500)","14,798","6,388","3,583","2,763","1,742","274","37","7","4","0","0"
"울산광역시 남구 옥동(3114060000)","9,939","2,375","2,961","2,489","1,778","287","38","9","2","0","0"
"울산광역시 남구 대현동(3114062500)","12,731","3,147","3,458","3,170","2,525","373","51","4","2","1","0"
"울산광역시 남구 수암동(3114063500)","5,941","1,095","1,836","1,635","1,149","192","26","6","1","1","0"
"울산광역시 남구 선암동(3114064000)","5,878","2,014","1,825","1,171","718","120","25","2","3","0","0"
"울산광역시 남구 야음장생포동(3114067000)","4,356","2,126","1,114","656","384","59","15","2","0","0","0"
"울산광역시 동구 (3117000000)","68,319","26,376","18,566","12,054","8,975","1,904","355","63","15","7","4"
"울산광역시 동구 방어동(3117051000)","17,907","7,969","4,635","2,771","1,895","512","105","14","6","0","0"
"울산광역시 동구 일산동(3117052000)","2,905","1,607","766","303","158","55","10","5","0","1","0"
"울산광역시 동구 화정동(3117053000)","8,083","3,134","2,127","1,407","1,168","202","37","5","2","1","0"
"울산광역시 동구 대송동(3117054000)","5,066","2,141","1,422","894","467","107","29","3","1","1","1"
"울산광역시 동구 전하1동(3117055000)","7,266","3,055","1,943","1,181","881","162","38","6","0","0","0"
"울산광역시 동구 전하2동(3117056000)","7,637","2,111","2,131","1,617","1,417","298","48","10","4","1","0"
"울산광역시 동구 남목1동(3117058000)","3,568","1,274","1,121","614","417","108","25","6","1","1","1"
"울산광역시 동구 남목2동(3117059000)","11,086","3,450","2,950","2,358","1,934","340","40","10","1","2","1"
"울산광역시 동구 남목3동(3117060000)","4,801","1,635","1,471","909","638","120","23","4","0","0","1"
"울산광역시 북구 (3120000000)","90,371","28,141","23,869","19,522","15,428","2,913","388","80","21","6","3"
"울산광역시 북구 농소1동(3120051000)","14,599","4,472","3,846","3,045","2,645","492","79","14","5","1","0"
"울산광역시 북구 농소2동(3120052000)","16,473","4,013","4,431","4,101","3,197","635","74","17","3","1","1"
"울산광역시 북구 농소3동(3120053000)","13,241","2,699","3,607","3,282","2,966","592","79","11","5","0","0"
"울산광역시 북구 강동동(3120054000)","6,635","2,120","1,801","1,295","1,138","236","32","8","1","2","2"
"울산광역시 북구 효문동(3120056000)","13,933","5,673","3,747","2,659","1,525","269","48","9","3","0","0"
"울산광역시 북구 송정동(3120057000)","14,460","3,879","3,871","3,388","2,798","459","46","13","4","2","0"
"울산광역시 북구 양정동(3120058000)","6,292","3,264","1,220","1,005","665","121","11","6","0","0","0"
"울산광역시 북구 염포동(3120059000)","4,738","2,021","1,346","747","494","109","19","2","0","0","0"
"울산광역시 울주군 (3171000000)","103,337","41,732","28,216","17,710","12,465","2,608","476","88","21","7","14"
"울산광역시 울주군 온산읍(3171025000)","10,790","6,308","2,335","1,197","748","160","32","9","0","0","1"
"울산광역시 울주군 언양읍(3171025300)","13,377","5,066","3,779","2,421","1,648","370","66","18","6","1","2"
"울산광역시 울주군 온양읍(3171025600)","12,691","4,834","3,390","2,332","1,682","370","67","8","6","1","1"
"울산광역시 울주군 범서읍(3171025900)","25,981","6,071","7,053","6,227","5,416","1,016","163","26","3","4","2"
"울산광역시 울주군 청량읍(3171026200)","9,906","3,372","2,935","2,041","1,297","209","43","8","1","0","0"
"울산광역시 울주군 삼남읍(3171026500)","11,920","6,010","3,235","1,562","849","218","35","6","3","0","2"
"울산광역시 울주군 서생면(3171031000)","4,805","2,686","1,193","519","289","91","21","6","0","0","0"
"울산광역시 울주군 웅촌면(3171034000)","4,161","2,264","1,214","432","173","57","15","3","0","1","2"
"울산광역시 울주군 두동면(3171036000)","2,481","1,379","706","246","98","40","11","1","0","0","0"
"울산광역시 울주군 두서면(3171037000)","1,812","1,049","543","154","47","14","3","2","0","0","0"
"울산광역시 울주군 상북면(3171038000)","4,376","2,113","1,510","487","188","55","17","1","1","0","4"
"울산광역시 울주군 삼동면(3171040000)","1,037","580","323","92","30","8","3","0","1","0","0"
"세종특별자치시  (3600000000)","165,933","57,996","37,815","32,661","29,599","6,585","1,007","201","46","12","11"
"세종특별자치시  (3611000000)","165,933","57,996","37,815","32,661","29,599","6,585","1,007","201","46","12","11"
"세종특별자치시  조치원읍(3611025000)","21,088","10,628","4,858","2,789","2,053","602","116","30","6","4","2"
"세종특별자치시  연기면(3611031000)","1,463","883","362","128","62","17","8","3","0","0","0"
"세종특별자치시  연동면(3611032000)","1,578","888","451","159","55","19","5","1","0","0","0"
"세종특별자치시  부강면(3611033000)","3,007","1,635","868","311","135","46","9","2","1","0","0"
"세종특별자치시  금남면(3611034000)","4,661","2,546","1,335","479","202","70","21","8","0","0","0"
"세종특별자치시  장군면(3611035000)","4,183","2,725","914","312","148","64","9","10","1","0","0"
"세종특별자치시  연서면(3611036000)","3,587","1,889","1,032","383","184","69","21","6","2","0","1"
"세종특별자치시  전의면(3611037000)","2,769","1,546","739","287","139","38","16","3","1","0","0"
"세종특별자치시  전동면(3611038000)","1,770","1,027","491","144","77","20","8","2","1","0","0"
"세종특별자치시  소정면(3611039000)","1,038","528","299","113","67","26","3","2","0","0","0"
"세종특별자치시  한솔동(3611051000)","6,336","1,208","1,540","1,540","1,589","375","64","15","3","2","0"
"세종특별자치시  새롬동(3611051500)","9,648","2,159","2,060","2,398","2,483","475","60","10","3","0","0"
"세종특별자치시  나성동(3611051800)","5,878","2,785","801","965","1,028","261","34","2","2","0","0"
"세종특별자치시  도담동(3611052000)","10,236","3,426","2,344","2,098","1,909","385","65","7","1","1","0"
"세종특별자치시  어진동(3611052300)","5,331","2,660","755","864","829","192","27","4","0","0","0"
"세종특별자치시  해밀동(3611052500)","9,083","2,513","1,746","2,057","2,076","588","90","10","3","0","0"
"세종특별자치시  아름동(3611053000)","7,987","1,354","1,720","2,129","2,304","407","61","7","4","1","0"
